ID,URL de origen,Texto visible,URL destino,Tipo,Visible desktop,Visible movil,Requiere JavaScript,HTTP final,Redirecciones,Title,H1,Canonical,Resultado,Evidencia
LINK-0220,/proyectos/casos/portfolio-redesign/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0221,/proyectos/casos/portfolio-redesign/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0222,/proyectos/casos/portfolio-redesign/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0223,/proyectos/casos/portfolio-redesign/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0224,/proyectos/casos/portfolio-redesign/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0225,/proyectos/casos/portfolio-redesign/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0226,/proyectos/casos/portfolio-redesign/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0227,/proyectos/casos/portfolio-redesign/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0228,/proyectos/casos/portfolio-redesign/,(texto en enlace),/legal/cookies/,interno,SI,SI,NO,200 (local file),N/A,Politica de cookies | Jonathan Esteban,Politica de cookies,https://jonathanesteban.dev/legal/cookies/,OK,Auditoria estatica de archivos HTML
LINK-0229,/proyectos/casos/portfolio-redesign/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0230,/proyectos/casos/portfolio-redesign/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0231,/proyectos/casos/portfolio-redesign/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0232,/proyectos/casos/portfolio-redesign/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0233,/proyectos/clawmate/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0234,/proyectos/clawmate/,(texto en enlace),/contacto/?subject=Quiero%20un%20agente%20IA%20similar%20a%20ClawMate,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0235,/proyectos/demo-app/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0236,/proyectos/demo-app/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0237,/proyectos/demo-app/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0238,/proyectos/demo-app/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0239,/proyectos/demo-app/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0240,/proyectos/demo-app/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0241,/proyectos/demo-app/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0242,/proyectos/demo-app/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0243,/proyectos/demo-app/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0244,/proyectos/demo-app/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0245,/proyectos/demo-app/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0246,/proyectos/demo-app/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0247,/proyectos/demo-app/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0248,/proyectos/demo-app/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0249,/proyectos/demo-app/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0250,/proyectos/demo-app/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0251,/proyectos/demo-app/,(texto en enlace),/legal/cookies/,interno,SI,SI,NO,200 (local file),N/A,Politica de cookies | Jonathan Esteban,Politica de cookies,https://jonathanesteban.dev/legal/cookies/,OK,Auditoria estatica de archivos HTML
LINK-0252,/proyectos/demo-app/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0253,/proyectos/demo-app/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0254,/proyectos/demo-app/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0255,/proyectos/demo-app/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0256,/proyectos/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0257,/proyectos/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0258,/proyectos/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0259,/proyectos/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0260,/proyectos/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0261,/proyectos/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0262,/proyectos/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0263,/proyectos/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0264,/proyectos/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0265,/proyectos/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0266,/proyectos/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0267,/proyectos/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0268,/proyectos/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0269,/proyectos/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0270,/proyectos/,(texto en enlace),/proyectos/trackflow/,interno,SI,SI,NO,200 (local file),N/A,TrackFlow | Caso de proyecto,TrackFlow,https://jonathanesteban.dev/proyectos/trackflow/,OK,Auditoria estatica de archivos HTML
LINK-0271,/proyectos/,(texto en enlace),/proyectos/clawmate/,interno,SI,SI,NO,200 (local file),N/A,ClawMate | Caso de proyecto,ClawMate,https://jonathanesteban.dev/proyectos/clawmate/,OK,Auditoria estatica de archivos HTML
LINK-0272,/proyectos/,(texto en enlace),/proyectos/talk-to-the-machine/,interno,SI,SI,NO,200 (local file),N/A,Talk to the Machine | Caso de proyecto,Talk to the Machine,https://jonathanesteban.dev/proyectos/talk-to-the-machine/,OK,Auditoria estatica de archivos HTML
LINK-0273,/proyectos/,(texto en enlace),/proyectos/demo-app/,interno,SI,SI,NO,200 (local file),N/A,Demo App en Vivo | Jonathan Esteban,Demostración de App en Vivo,https://jonathanesteban.dev/proyectos/demo-app/,OK,Auditoria estatica de archivos HTML
LINK-0274,/proyectos/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0275,/proyectos/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0276,/proyectos/,(texto en enlace),/legal/cookies/,interno,SI,SI,NO,200 (local file),N/A,Politica de cookies | Jonathan Esteban,Politica de cookies,https://jonathanesteban.dev/legal/cookies/,OK,Auditoria estatica de archivos HTML
LINK-0277,/proyectos/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0278,/proyectos/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0279,/proyectos/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0280,/proyectos/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0281,/proyectos/talk-to-the-machine/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0282,/proyectos/talk-to-the-machine/,(texto en enlace),https://github.com/4GeeksAcademy/Jesteban1983-talk-to-the-machine.git,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0283,/proyectos/talk-to-the-machine/,(texto en enlace),/proyectos/demo-app/,interno,SI,SI,NO,200 (local file),N/A,Demo App en Vivo | Jonathan Esteban,Demostración de App en Vivo,https://jonathanesteban.dev/proyectos/demo-app/,OK,Auditoria estatica de archivos HTML
LINK-0284,/proyectos/talk-to-the-machine/,(texto en enlace),/contacto/?subject=Quiero%20un%20chat%20de%20IA%20similar%20a%20Talk%20to%20the%20Machine,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0285,/proyectos/trackflow/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0286,/proyectos/trackflow/,(texto en enlace),https://github.com/4GeeksAcademy/Jesteban1983-TrackFlow.git,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0287,/proyectos/trackflow/,(texto en enlace),/contacto/?subject=Quiero%20un%20sistema%20similar%20a%20TrackFlow,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0288,/servicios/automatizacion/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0289,/servicios/automatizacion/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0290,/servicios/automatizacion/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0291,/servicios/automatizacion/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0292,/servicios/automatizacion/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0293,/servicios/automatizacion/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0294,/servicios/automatizacion/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0295,/servicios/automatizacion/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0296,/servicios/automatizacion/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0297,/servicios/automatizacion/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0298,/servicios/automatizacion/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0299,/servicios/automatizacion/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0300,/servicios/automatizacion/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0301,/servicios/automatizacion/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0302,/servicios/automatizacion/,(texto en enlace),/contacto/?service=automatizacion,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0303,/servicios/automatizacion/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0304,/servicios/automatizacion/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0305,/servicios/automatizacion/,(texto en enlace),/legal/cookies/,interno,SI,SI,NO,200 (local file),N/A,Politica de cookies | Jonathan Esteban,Politica de cookies,https://jonathanesteban.dev/legal/cookies/,OK,Auditoria estatica de archivos HTML
LINK-0306,/servicios/automatizacion/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0307,/servicios/automatizacion/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0308,/servicios/automatizacion/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0309,/servicios/desarrollo-web/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0310,/servicios/desarrollo-web/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0311,/servicios/desarrollo-web/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0312,/servicios/desarrollo-web/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0313,/servicios/desarrollo-web/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0314,/servicios/desarrollo-web/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0315,/servicios/desarrollo-web/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0316,/servicios/desarrollo-web/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0317,/servicios/desarrollo-web/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0318,/servicios/desarrollo-web/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0319,/servicios/desarrollo-web/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0320,/servicios/desarrollo-web/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0321,/servicios/desarrollo-web/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0322,/servicios/desarrollo-web/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0323,/servicios/desarrollo-web/,(texto en enlace),/contacto/?service=desarrollo-web,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0324,/servicios/desarrollo-web/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0325,/servicios/desarrollo-web/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
